,insectno,waveform,dur,tbf,labels,probes
761,a10,F2,2.25,30269.97,,
762,a10,D,837.81,31107.78,,
763,a10,F2,5.01,31112.79,,
764,a10,B,2.73,31115.52,,
765,a10,C,7.11,31122.63,,
766,a10,D,257.25,31379.88,,
767,a10,C,2.61,31382.49,,
768,a10,D,976.62,32359.11,,
769,a10,C,6.12,32365.23,,
770,a10,F2,5.04,32370.27,,
771,a10,B,8.7,32378.97,,
772,a10,DG,45.39,32424.36,,
773,a10,CG,3.36,32427.72,,
774,a10,DG,21.66,32449.38,,
775,a10,CG,2.73,32452.11,,
776,a10,DG,79.59,32531.7,,
777,a10,CG,5.46,32537.16,,
778,a10,DG,183.12,32720.28,,
779,a10,G,2265.0,34985.28,,
780,a10,Z,1021.08,36006.36,,
781,a82,N,33490.11,33490.11,,
782,a82,P,244.89,33735.0,,
783,a82,Z,2265.0,36000.0,,
784,a88,N,9980.4,9980.4,,
785,a88,P,33.66,10014.06,,
786,a88,Z,3.72,10017.78,,
787,a88,P,17.07,10034.85,,
788,a88,B2,1.92,10036.77,,
789,a88,P,20.58,10057.35,,
790,a88,B2,6.25,10063.6,,
791,a88,P,5.16,10068.76,,
792,a88,B2,6.36,10075.12,,
793,a88,P,47.43,10122.55,,
794,a88,Z,6.54,10129.09,,
795,a88,P,13.56,10142.65,,
796,a88,B2,5.34,10147.99,,
797,a88,P,39.42,10187.41,,
798,a88,B2,4.68,10192.09,,
799,a88,P,92.55,10284.64,,
800,a88,C,31.29,10315.93,,
801,a88,CG,245.76,10561.69,,
802,a88,F2,6.57,10568.26,,
803,a88,B,15.57,10583.83,,
804,a88,DG,530.52,11114.35,,
805,a88,CG,922.89,12037.24,,
806,a88,G,149.97,12187.21,,
807,a88,B,1.08,12188.29,,
808,a88,F2,6.12,12194.41,,
809,a88,B,6.96,12201.37,,
810,a88,CG,155.82,12357.19,,
811,a88,G,23642.91,36000.1,,
812,b01,N,273.9,273.9,,
813,b01,P,18.56,292.46,,
814,b01,B2,2.56,295.02,,
815,b01,P,77.28,372.3,,
816,b01,Z,103.04,475.34,,
817,b01,P,17.28,492.62,,
818,b01,B2,1.92,494.54,,
819,b01,B,25.6,520.14,,
820,b01,B2,1.92,522.06,,
821,b01,B,23.68,545.74,,
822,b01,B2,3.2,548.94,,
823,b01,B,17.92,566.86,,
824,b01,C,1.28,568.14,,
825,b01,B,1.28,569.42,,
826,b01,C,0.64,570.06,,
827,b01,B,4.48,574.54,,
828,b01,FB,1.28,575.82,,
829,b01,C,4.0,579.82,,
830,b01,D,24.96,604.78,,
831,b01,C,0.64,605.42,,
832,b01,F2,1.92,607.34,,
833,b01,B,4.48,611.82,,
834,b01,C,0.64,612.46,,
835,b01,FB,3.2,615.66,,
836,b01,C,3.2,618.86,,
837,b01,D,67.84,686.7,,
838,b01,C,0.64,687.34,,
839,b01,F2,1.92,689.26,,
840,b01,B,1.28,690.54,,
841,b01,C,1.28,691.82,,
842,b01,D,224.0,915.82,,
843,b01,C,0.64,916.46,,
844,b01,D,310.4,1226.86,,
845,b01,C,0.64,1227.5,,
846,b01,D,10.24,1237.74,,
847,b01,C,0.64,1238.38,,
848,b01,D,16.64,1255.02,,
849,b01,C,0.64,1255.66,,
850,b01,D,18.69,1274.35,,
851,b01,B,3.51,1277.86,,
852,b01,FB,2.12,1279.98,,
853,b01,B,3.84,1283.82,,
854,b01,C,0.64,1284.46,,
855,b01,D,49.92,1334.38,,
856,b01,C,0.64,1335.02,,
857,b01,D,475.52,1810.54,,
858,b01,C,0.64,1811.18,,
859,b01,B,6.4,1817.58,,
860,b01,Z,27.52,1845.1,,
861,b01,P,8.32,1853.42,,
862,b01,C,1.28,1854.7,,
863,b01,D,154.88,2009.58,,
864,b01,FB,1.92,2011.5,,
865,b01,B,1.92,2013.42,,
866,b01,C,1.92,2015.34,,
867,b01,D,29.44,2044.78,,
868,b01,B,7.04,2051.82,,
869,b01,Z,653.12,2704.94,,
870,b01,P,7.04,2711.98,,
871,b01,C,3.2,2715.18,,
872,b01,D,170.88,2886.06,,
873,b01,F2,3.2,2889.26,,
874,b01,B,1.92,2891.18,,
875,b01,C,1.28,2892.46,,
876,b01,D,200.49,3092.95,,
877,b01,G,674.19,3767.14,,
878,b01,D,18.06,3785.2,,
879,b01,Z,520.38,4305.58,,
880,b01,P,24.96,4330.54,,
881,b01,Z,28.8,4359.34,,
882,b01,P,8.32,4367.66,,
883,b01,C,0.64,4368.3,,
884,b01,D,80.0,4448.3,,
885,b01,B,5.12,4453.42,,
886,b01,C,1.28,4454.7,,
887,b01,D,274.84,4729.54,,
888,b01,C,1.6,4731.14,,
889,b01,D,142.4,4873.54,,
890,b01,G,294.4,5167.94,,
891,b01,C,1.6,5169.54,,
892,b01,D,50.55,5220.09,,
893,b01,G,889.77,6109.86,,
894,b01,D,56.94,6166.8,,
895,b01,G,493.12,6659.92,,
896,b01,D,85.76,6745.68,,
897,b01,G,88.64,6834.32,,
898,b01,Z,64.0,6898.32,,
899,b01,G,224.0,7122.32,,
900,b01,Z,35.2,7157.52,,
901,b01,P,27.2,7184.72,,
902,b01,B2,2.56,7187.28,,
903,b01,B,31.36,7218.64,,
904,b01,C,3.2,7221.84,,
905,b01,D,21.12,7242.96,,
906,b01,C,1.92,7244.88,,
907,b01,D,72.96,7317.84,,
908,b01,F1,2.56,7320.4,,
909,b01,B,2.56,7322.96,,
910,b01,C,1.28,7324.24,,
911,b01,D,1.92,7326.16,,
912,b01,C,1.28,7327.44,,
913,b01,F4,5.12,7332.56,,
914,b01,B,3.84,7336.4,,
915,b01,C,1.28,7337.68,,
916,b01,D,163.84,7501.52,,
917,b01,C,0.64,7502.16,,
918,b01,F2,1.92,7504.08,,
919,b01,B,1.92,7506.0,,
920,b01,C,1.28,7507.28,,
921,b01,D,3.2,7510.48,,
922,b01,F4,3.84,7514.32,,
923,b01,B,1.28,7515.6,,
924,b01,C,0.64,7516.24,,
925,b01,D,146.56,7662.8,,
926,b01,F1,0.54,7663.34,,
927,b01,F2,3.0,7666.34,,
928,b01,F3,6.39,7672.73,,
929,b01,F4,4.65,7677.38,,
930,b01,FB,8.83,7686.21,,
931,b01,D,453.76,8139.97,,
932,b01,F1,2.8,8142.77,,
933,b01,FB,1.68,8144.45,,
934,b01,B,5.12,8149.57,,
935,b01,C,1.28,8150.85,,
936,b01,D,12.16,8163.01,,
937,b01,C,1.28,8164.29,,
938,b01,D,312.32,8476.61,,
939,b01,C,2.01,8478.62,,
940,b01,F1,2.52,8481.14,,
941,b01,F2,1.5,8482.64,,
942,b01,F3,5.88,8488.52,,
943,b01,F4,3.54,8492.06,,
944,b01,B,2.65,8494.71,,
945,b01,C,0.64,8495.35,,
946,b01,D,469.76,8965.11,,
947,b01,F2,3.84,8968.95,,
948,b01,B,1.92,8970.87,,
949,b01,C,1.92,8972.79,,
950,b01,D,296.96,9269.75,,
951,b01,F1,3.84,9273.59,,
952,b01,B,1.28,9274.87,,
953,b01,C,1.92,9276.79,,
954,b01,B,2.56,9279.35,,
955,b01,C,1.28,9280.63,,
956,b01,D,345.6,9626.23,,
957,b01,F2,1.92,9628.15,,
958,b01,F3,4.48,9632.63,,
959,b01,F4,3.84,9636.47,,
960,b01,B,2.56,9639.03,,
961,b01,D,216.32,9855.35,,
962,b01,F2,2.31,9857.66,,
963,b01,B,0.89,9858.55,,
964,b01,C,1.92,9860.47,,
965,b01,B,1.92,9862.39,,
966,b01,C,1.28,9863.67,,
967,b01,D,148.48,10012.15,,
968,b01,F2,3.2,10015.35,,
969,b01,C,0.64,10015.99,,
970,b01,D,124.16,10140.15,,
971,b01,B,1.92,10142.07,,
972,b01,Z,435.2,10577.27,,
973,b01,P,14.72,10591.99,,
974,b01,C,0.64,10592.63,,
975,b01,B,1352.36,11944.99,,
976,b01,Z,24602.24,36547.23,,
977,b02,N,14.73,14.73,,
978,b02,G,92.91,107.64,,
979,b02,Z,1282.65,1390.29,,
980,b02,G,533.23,1923.52,,
981,b02,Z,10.38,1933.9,,
982,b02,G,16.83,1950.73,,
983,b02,D,5.88,1956.61,,
984,b02,G,3.72,1960.33,,
985,b02,D,3.9,1964.23,,
986,b02,G,1.11,1965.34,,
987,b02,D,2.88,1968.22,,
988,b02,F2,3.99,1972.21,,
989,b02,D,156.6,2128.81,,
990,b02,F2,2.25,2131.06,,
991,b02,B,0.87,2131.93,,
992,b02,C,0.48,2132.41,,
993,b02,D,295.29,2427.7,,
994,b02,F2,2.28,2429.98,,
995,b02,B,0.99,2430.97,,
996,b02,C,0.63,2431.6,,
997,b02,D,289.05,2720.65,,
998,b02,F2,2.01,2722.66,,
999,b02,B,0.99,2723.65,,
1000,b02,D,153.45,2877.1,,
1001,b02,F2,1.8,2878.9,,
1002,b02,FB,4.41,2883.31,,
1003,b02,D,11.01,2894.32,,
1004,b02,G,3719.55,6613.87,,
1005,b02,Z,141.81,6755.68,,
1006,b02,G,3884.14,10639.82,,
1007,b02,Z,19.26,10659.08,,
1008,b02,G,213.51,10872.59,,
1009,b02,Z,70.02,10942.61,,
1010,b02,G,58.92,11001.53,,
1011,b02,Z,22.77,11024.3,,
1012,b02,G,73.86,11098.16,,
1013,b02,Z,22.26,11120.42,,
1014,b02,G,6.75,11127.17,,
1015,b02,Z,12.75,11139.92,,
1016,b02,G,41.22,11181.14,,
1017,b02,Z,213.12,11394.26,,
1018,b02,G,19.77,11414.03,,
1019,b02,Z,147.81,11561.84,,
1020,b02,G,183.57,11745.41,,
1021,b02,Z,45.12,11790.53,,
1022,b02,G,49.14,11839.67,,
1023,b02,Z,4.86,11844.53,,
1024,b02,G,284.28,12128.81,,
1025,b02,DG,90.03,12218.84,,
1026,b02,G,237.39,12456.23,,
1027,b02,Z,24.96,12481.19,,
1028,b02,G,32.91,12514.1,,
1029,b02,Z,191.49,12705.59,,
1030,b02,G,22.65,12728.24,,
1031,b02,Z,273.93,13002.17,,
1032,b02,G,5232.03,18234.2,,
1033,b02,DG,42.69,18276.89,,
1034,b02,F2,3.63,18280.52,,
1035,b02,B,2.16,18282.68,,
1036,b02,D,73.2,18355.88,,
1037,b02,G,79.44,18435.32,,
1038,b02,Z,18.93,18454.25,,
1039,b02,G,5132.07,23586.32,,
1040,b02,D,27.18,23613.5,,
1041,b02,F2,3.72,23617.22,,
1042,b02,B,2.28,23619.5,,
1043,b02,D,82.26,23701.76,,
1044,b02,F2,3.51,23705.27,,
1045,b02,B,4.17,23709.44,,
1046,b02,D,62.55,23771.99,,
1047,b02,F2,2.19,23774.18,,
1048,b02,G,2845.47,26619.65,,
1049,b02,DG,22.35,26642.0,,
1050,b02,F2,2.61,26644.61,,
1051,b02,FB,2.61,26647.22,,
1052,b02,D,146.58,26793.8,,
1053,b02,DG,29.76,26823.56,,
1054,b02,G,2191.71,29015.27,,
1055,b02,CG,12.87,29028.14,,
1056,b02,D,37.14,29065.28,,
1057,b02,DG,52.77,29118.05,,
1058,b02,G,4293.09,33411.14,,
1059,b02,CG,16.8,33427.94,,
1060,b02,D,57.21,33485.15,,
1061,b02,DG,67.17,33552.32,,
1062,b02,G,2447.7,36000.02,,
1063,b03,N,5583.81,5583.81,,
1064,b03,P,37.83,5621.64,,
1065,b03,Z,93.21,5714.85,,
1066,b03,P,26.88,5741.73,,
1067,b03,B2,3.9,5745.63,,
1068,b03,P,27.75,5773.38,,
1069,b03,Z,15.87,5789.25,,
1070,b03,P,20.82,5810.07,,
1071,b03,B2,3.21,5813.28,,
1072,b03,P,39.72,5853.0,,
1073,b03,B2,4.2,5857.2,,
1074,b03,P,111.63,5968.83,,
1075,b03,B2,7.38,5976.21,,
1076,b03,P,124.86,6101.07,,
1077,b03,B2,4.5,6105.57,,
1078,b03,P,101.67,6207.24,,
1079,b03,B2,3.93,6211.17,,
1080,b03,P,57.36,6268.53,,
1081,b03,C,4.17,6272.7,,
1082,b03,D,80.4,6353.1,,
1083,b03,F2,4.62,6357.72,,
1084,b03,B,2.07,6359.79,,
1085,b03,C,1.35,6361.14,,
1086,b03,D,49.05,6410.19,,
1087,b03,F2,4.11,6414.3,,
1088,b03,B,2.61,6416.91,,
1089,b03,C,1.65,6418.56,,
1090,b03,D,67.8,6486.36,,
1091,b03,F2,3.96,6490.32,,
1092,b03,B,2.58,6492.9,,
1093,b03,C,1.68,6494.58,,
1094,b03,D,108.0,6602.58,,
1095,b03,F2,3.57,6606.15,,
1096,b03,B,2.73,6608.88,,
1097,b03,C,2.31,6611.19,,
1098,b03,D,110.49,6721.68,,
1099,b03,F2,3.24,6724.92,,
1100,b03,B,3.81,6728.73,,
1101,b03,C,2.28,6731.01,,
1102,b03,D,53.58,6784.59,,
1103,b03,F2,3.24,6787.83,,
1104,b03,B,2.67,6790.5,,
1105,b03,C,2.79,6793.29,,
1106,b03,D,169.71,6963.0,,
1107,b03,F1,3.0,6966.0,,
1108,b03,F2,1.8,6967.8,,
1109,b03,F3,5.13,6972.93,,
1110,b03,F4,4.95,6977.88,,
1111,b03,B,11.76,6989.64,,
1112,b03,D,278.19,7267.83,,
1113,b03,F2,3.66,7271.49,,
1114,b03,B,2.16,7273.65,,
1115,b03,C,0.45,7274.1,,
1116,b03,D,362.76,7636.86,,
1117,b03,F2,3.99,7640.85,,
1118,b03,B,8.28,7649.13,,
1119,b03,C,0.72,7649.85,,
1120,b03,D,595.41,8245.26,,
1121,b03,F2,3.33,8248.59,,
1122,b03,B,2.73,8251.32,,
1123,b03,D,534.9,8786.22,,
1124,b03,F2,4.2,8790.42,,
1125,b03,B,3.96,8794.38,,
1126,b03,D,902.07,9696.45,,
1127,b03,F2,4.26,9700.71,,
1128,b03,B,1.65,9702.36,,
1129,b03,D,824.01,10526.37,,
1130,b03,F2,4.65,10531.02,,
1131,b03,B,2.76,10533.78,,
1132,b03,D,799.05,11332.83,,
1133,b03,F2,4.56,11337.39,,
1134,b03,B,1.83,11339.22,,
1135,b03,D,827.07,12166.29,,
1136,b03,F2,3.69,12169.98,,
1137,b03,B,2.91,12172.89,,
1138,b03,C,0.84,12173.73,,
1139,b03,D,437.07,12610.8,,
1140,b03,F2,3.54,12614.34,,
1141,b03,B,1.68,12616.02,,
1142,b03,D,690.99,13307.01,,
1143,b03,F2,3.93,13310.94,,
1144,b03,B,2.07,13313.01,,
1145,b03,C,1.38,13314.39,,
1146,b03,D,492.3,13806.69,,
1147,b03,F2,3.87,13810.56,,
1148,b03,B,6.42,13816.98,,
1149,b03,D,68.16,13885.14,,
1150,b03,F2,3.48,13888.62,,
1151,b03,B,4.83,13893.45,,
1152,b03,C,0.93,13894.38,,
1153,b03,D,203.73,14098.11,,
1154,b03,G,64.77,14162.88,,
1155,b03,C,0.54,14163.42,,
1156,b03,D,42.03,14205.45,,
1157,b03,B,1.86,14207.31,,
1158,b03,C,0.57,14207.88,,
1159,b03,D,944.13,15152.01,,
1160,b03,F2,3.9,15155.91,,
1161,b03,B,1.98,15157.89,,
1162,b03,C,0.45,15158.34,,
1163,b03,D,779.01,15937.35,,
1164,b03,F2,3.78,15941.13,,
1165,b03,B,3.06,15944.19,,
1166,b03,C,0.45,15944.64,,
1167,b03,D,558.84,16503.48,,
1168,b03,F2,3.63,16507.11,,
1169,b03,B,2.55,16509.66,,
1170,b03,C,0.48,16510.14,,
1171,b03,D,491.4,17001.54,,
1172,b03,F2,3.51,17005.05,,
1173,b03,B,2.13,17007.18,,
1174,b03,C,1.17,17008.35,,
1175,b03,D,581.22,17589.57,,
1176,b03,F2,3.39,17592.96,,
1177,b03,B,3.36,17596.32,,
1178,b03,D,746.04,18342.36,,
1179,b03,F2,4.32,18346.68,,
1180,b03,B,2.13,18348.81,,
1181,b03,C,0.75,18349.56,,
1182,b03,D,629.16,18978.72,,
1183,b03,F2,3.54,18982.26,,
1184,b03,B,3.6,18985.86,,
1185,b03,D,450.72,19436.58,,
1186,b03,F2,4.08,19440.66,,
1187,b03,B,3.99,19444.65,,
1188,b03,C,0.75,19445.4,,
1189,b03,D,552.48,19997.88,,
1190,b03,F2,3.09,20000.97,,
1191,b03,B,4.71,20005.68,,
1192,b03,C,0.36,20006.04,,
1193,b03,D,442.2,20448.24,,
1194,b03,F2,0.9,20449.14,,
1195,b03,D,165.42,20614.56,,
1196,b03,F2,3.18,20617.74,,
1197,b03,B,1.02,20618.76,,
1198,b03,F2,0.48,20619.24,,
1199,b03,B,2.07,20621.31,,
1200,b03,C,0.54,20621.85,,
1201,b03,D,478.95,21100.8,,
1202,b03,F2,3.51,21104.31,,
1203,b03,B,4.41,21108.72,,
1204,b03,D,284.1,21392.82,,
1205,b03,B,1.44,21394.26,,
1206,b03,D,250.83,21645.09,,
1207,b03,F2,3.66,21648.75,,
1208,b03,B,4.56,21653.31,,
1209,b03,D,252.21,21905.52,,
1210,b03,F2,3.63,21909.15,,
1211,b03,B,2.52,21911.67,,
1212,b03,D,400.53,22312.2,,
1213,b03,C,0.54,22312.74,,
1214,b03,F2,3.09,22315.83,,
1215,b03,B,2.64,22318.47,,
1216,b03,F4,1.44,22319.91,,
1217,b03,B,2.55,22322.46,,
1218,b03,C,0.54,22323.0,,
1219,b03,D,530.01,22853.01,,
1220,b03,C,0.63,22853.64,,
1221,b03,F2,3.03,22856.67,,
1222,b03,B,5.76,22862.43,,
1223,b03,C,0.6,22863.03,,
1224,b03,D,386.97,23250.0,,
1225,b03,F2,3.93,23253.93,,
1226,b03,B,3.63,23257.56,,
1227,b03,D,170.58,23428.14,,
1228,b03,F2,4.08,23432.22,,
1229,b03,B,2.46,23434.68,,
1230,b03,D,93.6,23528.28,,
1231,b03,F2,3.84,23532.12,,
1232,b03,B,1.32,23533.44,,
1233,b03,Z,12466.56,36000.0,,
1234,b04,N,216.54,216.54,,
1235,b04,P,14.49,231.03,,
1236,b04,C,8.82,239.85,,
1237,b04,D,42.84,282.69,,
1238,b04,F2,3.51,286.2,,
1239,b04,B,5.58,291.78,,
1240,b04,C,9.24,301.02,,
1241,b04,D,158.19,459.21,,
1242,b04,F2,3.69,462.9,,
1243,b04,B,17.13,480.03,,
1244,b04,C,1.32,481.35,,
1245,b04,DG,164.67,646.02,,
1246,b04,C,3.81,649.83,,
1247,b04,DG,465.3,1115.13,,
1248,b04,F2,3.72,1118.85,,
1249,b04,B,13.59,1132.44,,
1250,b04,D,116.01,1248.45,,
1251,b04,F2,2.1,1250.55,,
1252,b04,B,19.11,1269.66,,
1253,b04,DG,136.29,1405.95,,
1254,b04,G,1116.51,2522.46,,
1255,b04,Z,262.59,2785.05,,
1256,b04,P,22.08,2807.13,,
1257,b04,G,8.07,2815.2,,
1258,b04,C,5.88,2821.08,,
1259,b04,F2,2.85,2823.93,,
1260,b04,B,6.51,2830.44,,
1261,b04,C,36.63,2867.07,,
1262,b04,B,9.75,2876.82,,
1263,b04,F2,5.79,2882.61,,
1264,b04,B,13.47,2896.08,,
1265,b04,C,0.72,2896.8,,
1266,b04,D,30.3,2927.1,,
1267,b04,B,4.92,2932.02,,
1268,b04,D,45.9,2977.92,,
1269,b04,F2,5.28,2983.2,,
1270,b04,B,5.91,2989.11,,
1271,b04,G,1457.31,4446.42,,
1272,b04,C,13.53,4459.95,,
1273,b04,G,5.25,4465.2,,
1274,b04,D,19.47,4484.67,,
1275,b04,F2,4.26,4488.93,,
1276,b04,D,42.72,4531.65,,
1277,b04,G,143.94,4675.59,,
1278,b04,P,8.79,4684.38,,
1279,b04,Z,304.44,4988.82,,
1280,b04,P,45.21,5034.03,,
1281,b04,G,2705.31,7739.34,,
1282,b04,Z,168.24,7907.58,,
1283,b04,P,54.21,7961.79,,
1284,b04,G,1038.69,9000.48,,
1285,b04,P,18.27,9018.75,,
1286,b04,Z,238.95,9257.7,,
1287,b04,P,17.31,9275.01,,
1288,b04,C,2.04,9277.05,,
1289,b04,F2,1.23,9278.28,,
1290,b04,B,12.03,9290.31,,
1291,b04,C,4.65,9294.96,,
1292,b04,D,31.2,9326.16,,
1293,b04,C,34.41,9360.57,,
1294,b04,F2,2.58,9363.15,,
1295,b04,B,11.22,9374.37,,
1296,b04,C,4.95,9379.32,,
1297,b04,D,1.62,9380.94,,
1298,b04,B,2.1,9383.04,,
1299,b04,C,1.35,9384.39,,
1300,b04,D,5.16,9389.55,,
1301,b04,F2,6.99,9396.54,,
1302,b04,B,8.22,9404.76,,
1303,b04,D,0.87,9405.63,,
1304,b04,G,1963.5,11369.13,,
1305,b04,B,10.53,11379.66,,
1306,b04,C,36.0,11415.66,,
1307,b04,D,5.22,11420.88,,
1308,b04,C,28.83,11449.71,,
1309,b04,D,32.61,11482.32,,
1310,b04,B,2.82,11485.14,,
1311,b04,D,20.16,11505.3,,
1312,b04,G,943.56,12448.86,,
1313,b04,C,7.56,12456.42,,
1314,b04,B,2.28,12458.7,,
1315,b04,C,6.03,12464.73,,
1316,b04,D,8.01,12472.74,,
1317,b04,B,3.36,12476.1,,
1318,b04,D,5.64,12481.74,,
1319,b04,G,89.73,12571.47,,
1320,b04,Z,936.51,13507.98,,
1321,b04,P,51.81,13559.79,,
1322,b04,G,124.71,13684.5,,
1323,b04,Z,19.83,13704.33,,
1324,b04,P,12.63,13716.96,,
1325,b04,Z,33.18,13750.14,,
1326,b04,P,45.51,13795.65,,
1327,b04,B2,3.48,13799.13,,
1328,b04,P,8.76,13807.89,,
1329,b04,C,4.47,13812.36,,
1330,b04,D,8.46,13820.82,,
1331,b04,F2,3.63,13824.45,,
1332,b04,B,1.98,13826.43,,
1333,b04,C,2.16,13828.59,,
1334,b04,D,4.23,13832.82,,
1335,b04,F1,2.73,13835.55,,
1336,b04,F2,1.92,13837.47,,
1337,b04,B,1.17,13838.64,,
1338,b04,C,2.94,13841.58,,
1339,b04,B,3.18,13844.76,,
1340,b04,F2,2.22,13846.98,,
1341,b04,B,1.56,13848.54,,
1342,b04,C,1.59,13850.13,,
1343,b04,D,13.71,13863.84,,
1344,b04,B,2.25,13866.09,,
1345,b04,C,1.23,13867.32,,
1346,b04,F2,2.85,13870.17,,
1347,b04,B,1.74,13871.91,,
1348,b04,C,5.1,13877.01,,
1349,b04,D,4.98,13881.99,,
1350,b04,C,1.74,13883.73,,
1351,b04,D,2.76,13886.49,,
1352,b04,F2,2.13,13888.62,,
1353,b04,B,2.31,13890.93,,
1354,b04,C,4.59,13895.52,,
1355,b04,F2,2.85,13898.37,,
1356,b04,B,3.51,13901.88,,
1357,b04,C,0.84,13902.72,,
1358,b04,F2,3.42,13906.14,,
1359,b04,B,1.32,13907.46,,
1360,b04,C,1.98,13909.44,,
1361,b04,D,37.71,13947.15,,
1362,b04,F2,4.26,13951.41,,
1363,b04,B,1.68,13953.09,,
1364,b04,C,2.61,13955.7,,
1365,b04,D,53.94,14009.64,,
1366,b04,F1,2.88,14012.52,,
1367,b04,F2,2.37,14014.89,,
1368,b04,F3,3.84,14018.73,,
1369,b04,F4,4.11,14022.84,,
1370,b04,B,8.4,14031.24,,
1371,b04,C,2.64,14033.88,,
1372,b04,D,44.49,14078.37,,
1373,b04,C,2.94,14081.31,,
1374,b04,D,17.43,14098.74,,
1375,b04,F2,2.46,14101.2,,
1376,b04,B,1.11,14102.31,,
1377,b04,C,1.41,14103.72,,
1378,b04,D,21.6,14125.32,,
1379,b04,C,2.31,14127.63,,
1380,b04,D,1.47,14129.1,,
1381,b04,B,1.05,14130.15,,
1382,b04,F2,2.31,14132.46,,
1383,b04,B,1.08,14133.54,,
1384,b04,C,1.92,14135.46,,
1385,b04,D,20.79,14156.25,,
1386,b04,F2,2.46,14158.71,,
1387,b04,B,2.79,14161.5,,
1388,b04,C,3.09,14164.59,,
1389,b04,D,0.63,14165.22,,
1390,b04,B,0.69,14165.91,,
1391,b04,C,0.99,14166.9,,
1392,b04,F2,5.34,14172.24,,
1393,b04,B,13.08,14185.32,,
1394,b04,C,1.35,14186.67,,
1395,b04,D,5.7,14192.37,,
1396,b04,F2,3.54,14195.91,,
1397,b04,B,9.45,14205.36,,
1398,b04,C,1.44,14206.8,,
1399,b04,D,2.55,14209.35,,
1400,b04,F2,2.67,14212.02,,
1401,b04,B,4.53,14216.55,,
1402,b04,F2,2.85,14219.4,,
1403,b04,B,2.13,14221.53,,
1404,b04,C,2.31,14223.84,,
1405,b04,F2,1.08,14224.92,,
1406,b04,FB,3.99,14228.91,,
1407,b04,C,1.98,14230.89,,
1408,b04,D,2.55,14233.44,,
1409,b04,F2,4.98,14238.42,,
1410,b04,B,2.4,14240.82,,
1411,b04,C,1.2,14242.02,,
1412,b04,F2,2.04,14244.06,,
1413,b04,B,5.43,14249.49,,
1414,b04,C,1.86,14251.35,,
1415,b04,D,158.73,14410.08,,
1416,b04,F2,3.21,14413.29,,
1417,b04,B,4.56,14417.85,,
1418,b04,C,0.48,14418.33,,
1419,b04,D,145.32,14563.65,,
1420,b04,F2,3.27,14566.92,,
1421,b04,B,1.47,14568.39,,
1422,b04,C,0.96,14569.35,,
1423,b04,D,185.79,14755.14,,
1424,b04,C,1.17,14756.31,,
1425,b04,D,85.74,14842.05,,
1426,b04,C,1.62,14843.67,,
1427,b04,D,121.35,14965.02,,
1428,b04,F2,3.21,14968.23,,
1429,b04,B,1.05,14969.28,,
1430,b04,C,1.62,14970.9,,
1431,b04,D,421.65,15392.55,,
1432,b04,C,1.62,15394.17,,
1433,b04,F2,1.98,15396.15,,
1434,b04,B,1.86,15398.01,,
1435,b04,C,1.8,15399.81,,
1436,b04,D,252.42,15652.23,,
1437,b04,B,6.48,15658.71,,
1438,b04,C,0.84,15659.55,,
1439,b04,D,57.12,15716.67,,
1440,b04,G,576.0,16292.67,,
1441,b04,C,52.5,16345.17,,
1442,b04,P,3.84,16349.01,,
1443,b04,Z,75.12,16424.13,,
1444,b04,P,24.3,16448.43,,
1445,b04,G,1489.95,17938.38,,
1446,b04,Z,49.2,17987.58,,
1447,b04,P,18.51,18006.09,,
1448,b04,C,3.54,18009.63,,
1449,b04,B,13.08,18022.71,,
1450,b04,D,7.62,18030.33,,
1451,b04,B,2.13,18032.46,,
1452,b04,D,11.55,18044.01,,
1453,b04,F2,2.76,18046.77,,
1454,b04,B,5.85,18052.62,,
1455,b04,C,2.61,18055.23,,
1456,b04,G,1217.49,19272.72,,
1457,b04,B,5.19,19277.91,,
1458,b04,C,3.57,19281.48,,
1459,b04,B,4.86,19286.34,,
1460,b04,C,32.4,19318.74,,
1461,b04,D,5.43,19324.17,,
1462,b04,F2,2.16,19326.33,,
1463,b04,B,3.3,19329.63,,
1464,b04,G,132.36,19461.99,,
1465,b04,C,5.07,19467.06,,
1466,b04,G,689.76,20156.82,,
1467,b04,C,32.85,20189.67,,
1468,b04,G,25.95,20215.62,,
1469,b04,C,11.79,20227.41,,
1470,b04,D,14.04,20241.45,,
1471,b04,F2,2.25,20243.7,,
1472,b04,F3,4.38,20248.08,,
1473,b04,B,6.21,20254.29,,
1474,b04,C,0.57,20254.86,,
1475,b04,G,1270.95,21525.81,,
1476,b04,C,3.18,21528.99,,
1477,b04,F2,2.55,21531.54,,
1478,b04,B,1.29,21532.83,,
1479,b04,C,10.77,21543.6,,
1480,b04,D,18.33,21561.93,,
1481,b04,F2,2.7,21564.63,,
1482,b04,B,3.48,21568.11,,
1483,b04,C,6.06,21574.17,,
1484,b04,D,16.35,21590.52,,
1485,b04,B,2.07,21592.59,,
1486,b04,C,6.33,21598.92,,
1487,b04,D,36.6,21635.52,,
1488,b04,F2,4.23,21639.75,,
1489,b04,B,2.04,21641.79,,
1490,b04,C,2.01,21643.8,,
1491,b04,G,825.84,22469.64,,
1492,b04,B,3.18,22472.82,,
1493,b04,D,2.55,22475.37,,
1494,b04,FB,2.22,22477.59,,
1495,b04,C,16.95,22494.54,,
1496,b04,D,5.28,22499.82,,
1497,b04,F2,2.16,22501.98,,
