insectno,waveform,dur,tbf
b12,B,2.01,8608.97
b12,C,1.32,8610.29
b12,B,1.08,8611.37
b12,C,1.35,8612.72
b12,D,6.54,8619.26
b12,F1,0.24,8619.5
b12,F2,2.76,8622.26
b12,B,1.62,8623.88
b12,C,0.72,8624.6
b12,D,1.2,8625.8
b12,B,0.48,8626.28
b12,F2,1.95,8628.23
b12,B,3.51,8631.74
b12,C,0.66,8632.4
b12,D,1.68,8634.08
b12,C,0.9,8634.98
b12,F2,1.8,8636.78
b12,B,1.23,8638.01
b12,C,0.45,8638.46
b12,D,5.55,8644.01
b12,F2,4.56,8648.57
b12,B,4.86,8653.43
b12,C,0.66,8654.09
b12,D,2.49,8656.58
b12,F2,1.92,8658.5
b12,C,2.52,8661.02
b12,D,3.96,8664.98
b12,B,1.53,8666.51
b12,F2,1.92,8668.43
b12,B,5.46,8673.89
b12,F2,0.84,8674.73
b12,B,16.41,8691.14
b12,C,0.78,8691.92
b12,D,161.07,8852.99
b12,F2,4.23,8857.22
b12,B,7.83,8865.05
b12,C,1.08,8866.13
b12,D,75.36,8941.49
b12,C,3.87,8945.36
b12,D,94.05,9039.41
b12,F2,3.39,9042.8
b12,B,1.65,9044.45
b12,C,0.63,9045.08
b12,D,426.03,9471.11
b12,F2,2.52,9473.63
b12,B,4.86,9478.49
b12,C,0.6,9479.09
b12,D,0.93,9480.02
b12,B,0.6,9480.62
b12,C,1.05,9481.67
b12,D,20.55,9502.22
b12,B,1.32,9503.54
b12,C,0.69,9504.23
b12,D,750.54,10254.77
b12,F2,2.01,10256.78
b12,B,1.77,10258.55
b12,C,0.57,10259.12
b12,D,360.33,10619.45
b12,C,0.9,10620.35
b12,D,712.32,11332.67
b12,B,3.45,11336.12
b12,C,0.54,11336.66
b12,D,58.86,11395.52
b12,C,1.41,11396.93
b12,D,515.16,11912.09
b12,C,1.02,11913.11
b12,D,223.74,12136.85
b12,B,0.39,12137.24
b12,F2,1.59,12138.83
b12,B,1.8,12140.63
b12,D,721.71,12862.34
b12,F2,1.35,12863.69
b12,B,4.89,12868.58
b12,C,1.53,12870.11
b12,D,528.96,13399.07
b12,P,6.9,13405.97
b12,Z,5107.44,18513.41
b12,P,27.9,18541.31
b12,B2,3.27,18544.58
b12,P,8.28,18552.86
b12,G,17449.59,36002.45
b13,Z,228.84,228.84
b13,P,28.23,257.07
b13,B2,3.6,260.67
b13,P,39.6,300.27
b13,Z,13.65,313.92
b13,P,21.69,335.61
b13,B2,1.89,337.5
b13,P,13.74,351.24
b13,Z,11.04,362.28
b13,P,45.12,407.4
b13,B2,4.14,411.54
b13,P,18.27,429.81
b13,B2,4.44,434.25
b13,P,5.67,439.92
b13,C,2.37,442.29
b13,D,132.66,574.95
b13,F2,2.37,577.32
b13,B,7.62,584.94
b13,D,154.2,739.14
b13,DG,51.15,790.29
b13,P,3.48,793.77
b13,Z,103.14,896.91
b13,P,15.75,912.66
b13,G,39.78,952.44
b13,Z,3287.76,4240.2
b13,P,16.44,4256.64
b13,C,0.72,4257.36
b13,B,2.01,4259.37
b13,C,0.66,4260.03
b13,B,5.31,4265.34
b13,C,3,4268.34
b13,D,26.82,4295.16
b13,B,5.1,4300.26
b13,C,1.89,4302.15
b13,D,29.4,4331.55
b13,F2,2.01,4333.56
b13,B,1.14,4334.7
b13,C,3.12,4337.82
b13,B,6.93,4344.75
b13,F2,1.29,4346.04
b13,B,4.02,4350.06
b13,D,23.46,4373.52
b13,C,1.32,4374.84
b13,D,116.52,4491.36
b13,C,1.44,4492.8
b13,D,9.45,4502.25
b13,C,1.44,4503.69
b13,P,1.17,4504.86
b13,Z,1968.96,6473.82
b13,P,21.78,6495.6
b13,Z,5713.89,12209.49
b13,P,36.18,12245.67
b13,F2,3.27,12248.94
b13,P,9,12257.94
b13,C,5.13,12263.07
b13,B,3,12266.07
b13,D,5.37,12271.44
b13,B,2.52,12273.96
b13,C,0.78,12274.74
b13,D,1.98,12276.72
b13,B,3.09,12279.81
b13,C,0.63,12280.44
b13,B,1.26,12281.7
b13,C,3,12284.7
b13,D,8.97,12293.67
b13,F2,2.61,12296.28
b13,C,2.97,12299.25
b13,D,7.2,12306.45
b13,F2,1.44,12307.89
b13,B,2.25,12310.14
b13,C,2.04,12312.18
b13,D,1.29,12313.47
b13,B,5.67,12319.14
b13,C,0.81,12319.95
b13,D,2.19,12322.14
b13,C,1.02,12323.16
b13,B,20.7,12343.86
b13,C,0.87,12344.73
b13,D,48.42,12393.15
b13,F1,1.02,12394.17
b13,F2,3.06,12397.23
b13,B,4.32,12401.55
b13,C,0.72,12402.27
b13,D,62.43,12464.7
b13,F1,2.82,12467.52
b13,F2,2.73,12470.25
b13,B,3.9,12474.15
b13,C,1.26,12475.41
b13,D,24.69,12500.1
b13,F1,5.97,12506.07
b13,F2,1.68,12507.75
b13,B,3.24,12510.99
b13,C,0.84,12511.83
b13,D,160.56,12672.39
b13,P,40.74,12713.13
b13,B2,2.19,12715.32
b13,P,27.33,12742.65
b13,B,4.5,12747.15
b13,C,2.79,12749.94
b13,B,4.53,12754.47
b13,D,12.69,12767.16
b13,C,1.47,12768.63
b13,D,50.07,12818.7
b13,G,154.68,12973.38
b13,Z,21980.22,34953.6
b13,P,41.4,34995
b13,B2,4.26,34999.26
b13,P,60.66,35059.92
b13,Z,25.89,35085.81
b13,P,38.64,35124.45
b13,B2,2.37,35126.82
b13,P,9.27,35136.09
b13,C,4.8,35140.89
b13,D,2.97,35143.86
b13,B,2.13,35145.99
b13,C,2.73,35148.72
b13,D,3.06,35151.78
b13,B,5.16,35156.94
b13,C,3.21,35160.15
b13,D,20.16,35180.31
b13,F2,2.25,35182.56
b13,B,11.76,35194.32
b13,P,20.34,35214.66
b13,C,5.58,35220.24
b13,B,4.05,35224.29
b13,F2,2.64,35226.93
b13,C,5.22,35232.15
b13,D,33.84,35265.99
b13,F2,1.56,35267.55
b13,B,6.18,35273.73
b13,C,1.92,35275.65
b13,D,47.76,35323.41
b13,F2,2.91,35326.32
b13,B,2.55,35328.87
b13,C,1.02,35329.89
b13,D,34.98,35364.87
b13,F2,3.78,35368.65
b13,B,2.4,35371.05
b13,C,1.23,35372.28
b13,D,39,35411.28
b13,F2,5.19,35416.47
b13,B,2.46,35418.93
b13,C,1.77,35420.7
b13,D,48.36,35469.06
b13,F2,5.31,35474.37
b13,B,3.66,35478.03
b13,C,0.9,35478.93
b13,D,68.58,35547.51
b13,F1,0.03,35547.54
b13,F2,3.03,35550.57
b13,F3,6.81,35557.38
b13,F4,4.83,35562.21
b13,B,8.97,35571.18
b13,C,0.66,35571.84
b13,B,3.12,35574.96
b13,C,0.75,35575.71
b13,D,95.91,35671.62
b13,F2,3.36,35674.98
b13,B,1.11,35676.09
b13,C,1.05,35677.14
b13,D,33.6,35710.74
b13,B,3.99,35714.73
b13,D,39.78,35754.51
b13,F2,2.4,35756.91
b13,B,3.96,35760.87
b13,C,0.78,35761.65
b13,D,71.85,35833.5
b13,F1,1.86,35835.36
b13,B,2.37,35837.73
b13,F2,0.93,35838.66
b13,F1,1.38,35840.04
b13,B,2.07,35842.11
b13,DG,69.63,35911.74
b13,G,88.29,36000.03
b15,Z,293.13,293.13
b15,P,28.23,321.36
b15,C,11.76,333.12
b15,D,10.62,343.74
b15,B,2.76,346.5
b15,C,0.78,347.28
b15,D,2.76,350.04
b15,B,0.93,350.97
b15,C,0.81,351.78
b15,D,10.23,362.01
b15,B,1.38,363.39
b15,C,0.9,364.29
b15,D,15.18,379.47
b15,F2,2.91,382.38
b15,B,8.13,390.51
b15,C,54.72,445.23
b15,D,67.59,512.82
b15,DG,63.51,576.33
b15,P,2.82,579.15
b15,Z,1240.71,1819.86
b15,P,27.06,1846.92
b15,B2,3.27,1850.19
b15,P,41.01,1891.2
b15,Z,1353.87,3245.07
b15,P,13.26,3258.33
b15,B2,3.51,3261.84
b15,P,5.58,3267.42
b15,C,21.51,3288.93
b15,F2,4.86,3293.79
b15,B,3.45,3297.24
b15,C,0.84,3298.08
b15,D,60.45,3358.53
b15,F2,2.97,3361.5
b15,B,3.12,3364.62
b15,D,2.91,3367.53
b15,B,3.21,3370.74
b15,C,1.29,3372.03
b15,D,35.19,3407.22
b15,B,2.67,3409.89
b15,C,1.11,3411
b15,D,16.65,3427.65
b15,B,1.11,3428.76
b15,F1,1.41,3430.17
b15,B,0.72,3430.89
b15,F1,0.78,3431.67
b15,F2,3.51,3435.18
b15,F3,11.28,3446.46
b15,F4,2.88,3449.34
b15,B,10.17,3459.51
b15,C,1.23,3460.74
b15,B,1.68,3462.42
b15,C,1.35,3463.77
b15,D,139.74,3603.51
b15,B,2.79,3606.3
b15,C,3.42,3609.72
b15,D,60.69,3670.41
b15,P,1.77,3672.18
b15,Z,228.96,3901.14
b15,P,24.27,3925.41
b15,C,40.47,3965.88
b15,F2,1.92,3967.8
b15,B,2.76,3970.56
b15,C,23.37,3993.93
b15,D,44.04,4037.97
b15,F2,2.82,4040.79
b15,B,3.36,4044.15
b15,C,5.76,4049.91
b15,D,24.42,4074.33
b15,C,2.37,4076.7
b15,D,10.02,4086.72
b15,F2,1.74,4088.46
b15,B,1.26,4089.72
b15,C,2.25,4091.97
b15,D,12.9,4104.87
b15,F2,3.27,4108.14
b15,B,0.39,4108.53
b15,C,3.45,4111.98
b15,D,11.52,4123.5
b15,F2,2.43,4125.93
b15,B,3.96,4129.89
b15,C,3.3,4133.19
b15,D,210.03,4343.22
b15,F2,2.04,4345.26
b15,B,1.2,4346.46
b15,C,4.14,4350.6
b15,D,394.92,4745.52
b15,F2,1.29,4746.81
b15,B,0.99,4747.8
b15,C,2.52,4750.32
b15,D,322.71,5073.03
b15,F2,1.05,5074.08
b15,B,1.35,5075.43
b15,C,2.1,5077.53
b15,D,262.83,5340.36
b15,F2,2.19,5342.55
b15,B,1.11,5343.66
b15,C,1.26,5344.92
b15,D,154.26,5499.18
b15,F2,0.9,5500.08
b15,B,0.96,5501.04
b15,C,1.35,5502.39
b15,D,99.24,5601.63
b15,B,3.93,5605.56
b15,C,0.66,5606.22
b15,D,15.57,5621.79
b15,B,0.84,5622.63
b15,F2,1.23,5623.86
b15,B,1.92,5625.78
b15,C,0.63,5626.41
b15,D,3.57,5629.98
b15,P,1.89,5631.87
b15,Z,81.39,5713.26
b15,P,43.86,5757.12
b15,C,6.3,5763.42
b15,D,7.08,5770.5
b15,C,7.32,5777.82
b15,F2,3.48,5781.3
b15,B,4.44,5785.74
b15,C,0.63,5786.37
b15,D,2.97,5789.34
b15,B,2.37,5791.71
b15,C,1.2,5792.91
b15,B,2.97,5795.88
b15,C,3.81,5799.69
b15,B,1.17,5800.86
b15,D,6.57,5807.43
b15,B,2.22,5809.65
b15,D,16.23,5825.88
b15,F2,4.92,5830.8
b15,F3,5.79,5836.59
b15,F4,2.7,5839.29
b15,B,23.22,5862.51
b15,C,2.43,5864.94
b15,D,6.57,5871.51
b15,B,4.71,5876.22
b15,F2,2.28,5878.5
b15,B,2.85,5881.35
b15,D,21.3,5902.65
b15,F2,2.58,5905.23
b15,B,1.77,5907
b15,C,2.88,5909.88
b15,D,4.95,5914.83
b15,B,17.49,5932.32
b15,D,2.55,5934.87
b15,P,17.52,5952.39
b15,Z,30047.67,36000.06
b17,Z,607.62,607.62
b17,P,9.84,617.46
b17,Z,2.85,620.31
b17,P,8.67,628.98
b17,C,2.61,631.59
b17,B,1.83,633.42
b17,C,1.59,635.01
b17,B,0.78,635.79
b17,C,13.29,649.08
b17,D,10.59,659.67
b17,F2,3.87,663.54
b17,B,4.2,667.74
b17,C,4.89,672.63
b17,F2,2.55,675.18
b17,B,2.37,677.55
b17,C,1.17,678.72
b17,D,42.84,721.56
b17,F2,2.58,724.14
b17,B,8.85,732.99
b17,C,0.75,733.74
b17,B,1.65,735.39
b17,C,3.27,738.66
b17,B,0.99,739.65
b17,D,0.66,740.31
b17,B,1.2,741.51
b17,D,1.2,742.71
b17,C,3.21,745.92
b17,DG,76.92,822.84
b17,F2,3.96,826.8
b17,F3,3.87,830.67
b17,F4,1.89,832.56
b17,B,2.49,835.05
b17,DG,429.21,1264.26
b17,G,422.34,1686.6
b17,C,12.93,1699.53
b17,G,466.92,2166.45
b17,P,2.1,2168.55
b17,Z,6336.93,8505.48
b17,P,20.76,8526.24
b17,C,8.55,8534.79
b17,D,10.32,8545.11
b17,C,5.58,8550.69
b17,D,19.17,8569.86
b17,F2,3.51,8573.37
b17,B,5.88,8579.25
b17,C,1.53,8580.78
b17,D,35.22,8616
b17,C,0.81,8616.81
b17,D,9.18,8625.99
b17,C,2.07,8628.06
b17,F1,44.64,8672.7
b17,F2,0.87,8673.57
b17,F1,0.54,8674.11
b17,F2,1.23,8675.34
b17,F4,7.53,8682.87
b17,B,15.15,8698.02
b17,C,0.66,8698.68
b17,D,103.41,8802.09
b17,F2,2.94,8805.03
b17,B,5.58,8810.61
b17,C,0.6,8811.21
b17,B,2.04,8813.25
b17,C,0.72,8813.97
b17,D,4.59,8818.56
b17,B,2.22,8820.78
b17,C,1.5,8822.28
b17,D,146.49,8968.77
b17,F1,1.77,8970.54
b17,F2,0.6,8971.14
b17,D,0.48,8971.62
b17,F2,0.87,8972.49
b17,D,0.36,8972.85
b17,F2,3.63,8976.48
b17,F4,7.38,8983.86
b17,B,1.83,8985.69
b17,F2,4.77,8990.46
b17,B,2.4,8992.86
b17,C,0.75,8993.61
b17,B,1.26,8994.87
b17,D,13.26,9008.13
b17,C,1.05,9009.18
b17,D,197.52,9206.7
b17,F2,3.39,9210.09
b17,B,4.23,9214.32
b17,D,0.69,9215.01
b17,B,0.39,9215.4
b17,D,781.02,9996.42
b17,F2,3,9999.42
b17,B,3.12,10002.54
b17,C,1.14,10003.68
b17,D,897.96,10901.64
b17,F2,2.82,10904.46
b17,B,2.16,10906.62
b17,C,0.51,10907.13
b17,D,656.04,11563.17
b17,F2,3.03,11566.2
b17,B,5.85,11572.05
b17,C,0.63,11572.68
b17,D,1.08,11573.76
b17,C,1.23,11574.99
b17,D,856.11,12431.1
b17,F2,2.34,12433.44
b17,B,6.36,12439.8
b17,C,1.11,12440.91
b17,D,458.61,12899.52
b17,F2,2.16,12901.68
b17,B,6.3,12907.98
b17,C,1.05,12909.03
b17,D,208.08,13117.11
b17,F2,1.53,13118.64
b17,B,2.79,13121.43
b17,C,0.63,13122.06
b17,B,1.59,13123.65
b17,C,0.66,13124.31
b17,D,233.52,13357.83
b17,C,0.51,13358.34
b17,F2,1.17,13359.51
b17,B,2.58,13362.09
b17,C,0.54,13362.63
b17,D,213.66,13576.29
b17,F2,1.56,13577.85
b17,B,3.54,13581.39
b17,C,0.57,13581.96
b17,D,266.67,13848.63
b17,F2,1.92,13850.55
b17,B,4.89,13855.44
b17,C,1.26,13856.7
b17,D,287.58,14144.28
b17,F2,1.11,14145.39
b17,B,3.03,14148.42
b17,D,1.86,14150.28
b17,C,0.9,14151.18
b17,D,6.96,14158.14
b17,C,0.78,14158.92
b17,D,3.21,14162.13
b17,C,1.2,14163.33
b17,D,289.74,14453.07
b17,F2,2.04,14455.11
b17,B,3.27,14458.38
b17,C,0.75,14459.13
b17,D,2.28,14461.41
b17,C,1.5,14462.91
b17,D,0.9,14463.81
b17,B,1.35,14465.16
b17,C,268.47,14733.63
b17,B,1.29,14734.92
b17,C,0.6,14735.52
b17,D,195.42,14930.94
b17,F1,1.59,14932.53
b17,F2,2.13,14934.66
b17,F4,8.67,14943.33
b17,B,11.73,14955.06
b17,C,0.93,14955.99
b17,D,332.91,15288.9
b17,B,0.33,15289.23
b17,F2,1.5,15290.73
b17,B,5.07,15295.8
b17,C,1.62,15297.42
b17,D,249.18,15546.6
b17,B,0.99,15547.59
b17,F2,1.11,15548.7
b17,B,4.38,15553.08
b17,D,3.45,15556.53
b17,B,0.99,15557.52
b17,C,0.93,15558.45
b17,D,317.01,15875.46
b17,F2,1.68,15877.14
b17,B,5.16,15882.3
b17,C,1.17,15883.47
b17,D,221.67,16105.14
b17,B,4.65,16109.79
b17,D,1.77,16111.56
b17,B,2.19,16113.75
b17,C,0.78,16114.53
b17,D,0.9,16115.43
b17,P,17.94,16133.37
b17,Z,218.85,16352.22
b17,P,11.28,16363.5
b17,G,103.38,16466.88
b17,Z,728.73,17195.61
b17,P,50.37,17245.98
b17,B2,3.18,17249.16
b17,G,39.93,17289.09
b17,P,2.64,17291.73
b17,G,2945.4,20237.13
b17,Z,15762.93,36000.06
b22,Z,84.3,84.3
b22,G,5.76,90.06
b22,P,12.93,102.99
b22,C,8.43,111.42
b22,D,9.78,121.2
b22,F2,2.28,123.48
b22,B,5.46,128.94
b22,C,3.06,132
b22,G,179.46,311.46
b22,G,32.01,343.47
b22,B,16.89,360.36
b22,D,3.75,364.11
b22,DG,350.22,714.33
b22,B,5.04,719.37
b22,C,5.31,724.68
b22,DG,228.15,952.83
b22,Z,1001.58,1954.41
b22,P,19.24,1973.65
b22,G,11.28,1984.93
b22,Z,119.73,2104.66
b22,P,14.22,2118.88
b22,G,92.1,2210.98
b22,Z,84.51,2295.49
b22,P,16.05,2311.54
b22,G,6.63,2318.17
b22,B2,5.4,2323.57
b22,P,20.58,2344.15
b22,G,34.02,2378.17
b22,Z,104.43,2482.6
b22,P,27.57,2510.17
b22,B2,3.39,2513.56
b22,P,18.36,2531.92
b22,G,13.29,2545.21
b22,Z,19.68,2564.89
b22,P,32.31,2597.2
b22,B2,5.28,2602.48
b22,P,15.96,2618.44
b22,G,67.14,2685.58
b22,Z,63.57,2749.15
b22,P,21.3,2770.45
b22,G,8.55,2779
b22,B2,4.47,2783.47
b22,P,21.03,2804.5
b22,G,57.39,2861.89
b22,Z,51.06,2912.95
b22,P,28.23,2941.18
b22,B2,5.31,2946.49
b22,P,32.52,2979.01
b22,B2,7.29,2986.3
b22,P,29.79,3016.09
b22,Z,12.75,3028.84
b22,G,19.98,3048.82
b22,P,37.5,3086.32
b22,Z,6.27,3092.59
b22,P,45.54,3138.13
b22,Z,9.39,3147.52
b22,P,39.18,3186.7
b22,B2,6.54,3193.24
b22,P,8.61,3201.85
b22,G,4.71,3206.56
b22,P,10.32,3216.88
b22,Z,13.77,3230.65
b22,P,29.07,3259.72
b22,C,7.89,3267.61
b22,B,2.01,3269.62
b22,C,1.23,3270.85
b22,D,7.29,3278.14
b22,F2,4.41,3282.55
b22,B,1.44,3283.99
b22,P,19.38,3303.37
b22,Z,6.12,3309.49
b22,P,19.65,3329.14
b22,G,9.51,3338.65
b22,Z,17.64,3356.29
b22,P,14.7,3370.99
b22,G,5.82,3376.81
b22,P,4.26,3381.07
b22,B2,5.67,3386.74
b22,P,1.26,3388
b22,G,13.89,3401.89
b22,Z,11.49,3413.38
b22,P,19.53,3432.91
b22,G,3.03,3435.94
b22,P,22.08,3458.02
b22,B2,5.31,3463.33
b22,P,4.74,3468.07
b22,G,8.91,3476.98
b22,Z,6.75,3483.73
b22,P,52.98,3536.71
b22,B2,5.13,3541.84
b22,P,0.9,3542.74
b22,B2,2.43,3545.17
b22,P,1.8,3546.97
b22,B2,1.86,3548.83
b22,P,13.98,3562.81
b22,G,7.29,3570.1
b22,Z,18.42,3588.52
b22,P,17.34,3605.86
b22,G,8.49,3614.35
b22,P,19.14,3633.49
b22,G,21.57,3655.06
b22,Z,36.87,3691.93
b22,P,40.44,3732.37
b22,B2,3.93,3736.3
b22,P,9.63,3745.93
b22,G,2.19,3748.12
b22,P,7.41,3755.53
b22,C,8.25,3763.78
b22,B,1.14,3764.92
b22,C,3.18,3768.1
b22,D,1.02,3769.12
b22,C,6.84,3775.96
b22,B,1.92,3777.88
b22,F2,1.92,3779.8
b22,B,2.34,3782.14
b22,D,16.29,3798.43
b22,C,1.8,3800.23
b22,D,27.33,3827.56
b22,C,5.34,3832.9
b22,D,2.31,3835.21
b22,F2,0.99,3836.2
b22,B,10.5,3846.7
b22,G,29.22,3875.92
b22,Z,118.05,3993.97
b22,P,24.3,4018.27
b22,C,8.31,4026.58
b22,B,15.72,4042.3
b22,P,29.16,4071.46
b22,G,72.75,4144.21
b22,Z,10.26,4154.47
b22,P,42.69,4197.16
b22,B2,5.22,4202.38
b22,P,11.85,4214.23
b22,G,7.65,4221.88
b22,P,3.9,4225.78
b22,Z,12.84,4238.62
b22,D,33.84,4272.46
b22,F1,1.56,4274.02
b22,F2,4.56,4278.58
b22,B,1.89,4280.47
b22,C,8.52,4288.99
b22,D,37.05,4326.04
b22,F2,1.53,4327.57
b22,B,1.2,4328.77
b22,C,2.16,4330.93
b22,B,1.5,4332.43
b22,F2,1.53,4333.96
b22,B,1.41,4335.37
b22,C,3.27,4338.64
b22,B,2.31,4340.95
b22,C,2.7,4343.65
b22,D,43.65,4387.3
b22,F1,5.07,4392.37
b22,F2,1.53,4393.9
b22,F3,13.95,4407.85
b22,D,8.37,4416.22
b22,F2,5.22,4421.44
b22,B,6.54,4427.98
b22,C,2.64,4430.62
b22,D,83.85,4514.47
b22,F2,3.09,4517.56
b22,B,2.55,4520.11
b22,C,1.02,4521.13
b22,B,2.79,4523.92
b22,C,1.17,4525.09
b22,B,1.26,4526.35
b22,C,2.31,4528.66
b22,D,1.47,4530.13
b22,B,1.35,4531.48
b22,F2,0.99,4532.47
b22,B,2.67,4535.14
b22,C,2.79,4537.93
b22,D,246.57,4784.5
b22,F1,2.25,4786.75
b22,D,1.08,4787.83
b22,F2,2.49,4790.32
b22,F3,10.71,4801.03
b22,F4,4.89,4805.92
b22,B,5.37,4811.29
b22,C,2.19,4813.48
b22,D,23.52,4837
b22,B,1.44,4838.44
b22,C,1.14,4839.58
b22,B,1.77,4841.35
b22,D,12.09,4853.44
b22,C,3.72,4857.16
b22,D,13.23,4870.39
b22,F2,2.49,4872.88
b22,B,1.47,4874.35
b22,C,3.78,4878.13
b22,D,222.36,5100.49
b22,F2,2.94,5103.43
b22,B,5.37,5108.8
b22,C,1.2,5110
b22,D,1.53,5111.53
b22,B,1.11,5112.64
b22,C,1.41,5114.05
b22,D,19.86,5133.91
b22,C,2.34,5136.25
b22,D,221.34,5357.59
b22,C,2.04,5359.63
b22,D,71.52,5431.15
b22,C,1.14,5432.29
b22,D,121.08,5553.37
b22,B,1.5,5554.87
b22,F2,1.98,5556.85
b22,B,1.89,5558.74
b22,C,1.53,5560.27
b22,D,455.25,6015.52
b22,F2,2.01,6017.53
b22,B,4.92,6022.45
b22,C,1.08,6023.53
b22,D,1.11,6024.64
b22,C,1.41,6026.05
b22,D,475.23,6501.28
b22,B,2.55,6503.83
b22,F2,2.64,6506.47
b22,B,3.06,6509.53
b22,C,1.32,6510.85
b22,P,45.9,6556.75
b22,Z,219.27,6776.02
b22,P,14.43,6790.45
b22,G,30.63,6821.08
b22,P,1.38,6822.46
b22,Z,74.31,6896.77
b22,P,9.75,6906.52
b22,C,7.35,6913.87
b22,D,5.49,6919.36
b22,P,20.88,6940.24
b22,G,35.94,6976.18
b22,Z,540.66,7516.84
b22,P,18.69,7535.53
b22,G,3.75,7539.28
b22,P,3.33,7542.61
b22,Z,111,7653.61
b22,P,32.76,7686.37
b22,Z,1427.37,9113.74
b22,P,23.07,9136.81
b22,G,4.47,9141.28
b22,P,2.73,9144.01
b22,B2,2.85,9146.86
b22,P,36.87,9183.73
b22,Z,53.52,9237.25
b22,P,28.89,9266.14
b22,B2,4.68,9270.82
b22,P,13.32,9284.14
b22,G,13.59,9297.73
b22,Z,160.62,9458.35
b22,P,12.99,9471.34
b22,G,119.85,9591.19
b22,Z,71.67,9662.86
b22,P,16.96,9679.82
b22,G,5.28,9685.1
b22,P,16.05,9701.15
b22,Z,539.85,10241
b22,P,22.83,10263.83
b22,G,128.85,10392.68
b22,B2,6.75,10399.43
b22,P,1125.66,11525.09
b22,Z,5810.07,17335.16
b22,P,20.34,17355.5
b22,B2,3.39,17358.89
b22,P,22.77,17381.66
b22,B2,4.98,17386.64
b22,B,13.62,17400.26
b22,C,11.46,17411.72
b22,D,20.22,17431.94
b22,F2,9.45,17441.39
b22,B,4.59,17445.98
b22,C,6.09,17452.07
b22,D,14.97,17467.04
b22,F2,4.02,17471.06
b22,B,6.12,17477.18
b22,F2,3.39,17480.57
b22,B,1.74,17482.31
b22,C,4.17,17486.48
b22,D,60.63,17547.11
b22,F2,3.66,17550.77
b22,B,1.47,17552.24
b22,C,2.4,17554.64
b22,D,6.03,17560.67
b22,F2,6.45,17567.12
b22,B,5.58,17572.7
b22,C,2.67,17575.37
b22,D,9.96,17585.33
b22,B,3.99,17589.32
b22,C,0.81,17590.13
b22,D,54.06,17644.19
b22,F1,5.19,17649.38
b22,F2,2.46,17651.84
b22,F3,16.92,17668.76
b22,F1,1.71,17670.47
b22,D,15.99,17686.46
b22,F2,5.25,17691.71
b22,B,8.82,17700.53
b22,C,0.75,17701.28
b22,D,48.66,17749.94
b22,B,6.36,17756.3
b22,D,285.57,18041.87
b22,F2,3.75,18045.62
b22,B,16.47,18062.09
b22,C,2.13,18064.22
b22,D,1.71,18065.93
b22,B,2.61,18068.54
b22,D,33.06,18101.6
b22,B,3.18,18104.78
b22,D,312.15,18416.93
b22,C,4.47,18421.4
b22,D,116.13,18537.53
b22,C,7.47,18545
b22,D,70.62,18615.62
b22,F1,3.99,18619.61
b22,F2,2.4,18622.01
b22,F3,15.72,18637.73
b22,D,19.11,18656.84
b22,F2,4.92,18661.76
b22,B,1.71,18663.47
b22,D,7.14,18670.61
b22,B,1.65,18672.26
b22,C,0.96,18673.22
b22,D,439.37,19112.59
b22,F2,2.4,19114.99
b22,B,3.27,19118.26
b22,C,3.33,19121.59
b22,D,273.75,19395.34
b22,C,0.96,19396.3
b22,D,351.09,19747.39
b22,C,3.51,19750.9
b22,D,136.92,19887.82
b22,B,4.32,19892.14
b22,C,5.01,19897.15
b22,D,6.03,19903.18
b22,C,2.67,19905.85
b22,D,281.22,20187.07
b22,F1,4.26,20191.33
b22,F2,1.62,20192.95
b22,F3,15.75,20208.7
b22,B,1.56,20210.26
b22,D,14.82,20225.08
b22,C,3.39,20228.47
b22,D,45.99,20274.46
b22,F2,2.4,20276.86
b22,B,2.19,20279.05
b22,C,1.71,20280.76
b22,D,294,20574.76
b22,C,3.36,20578.12
b22,D,633.06,21211.18
b22,C,3.48,21214.66
b22,D,211.62,21426.28
b22,F2,3.87,21430.15
b22,B,2.82,21432.97
b22,C,2.1,21435.07
b22,B,0.78,21435.85
b22,C,1.77,21437.62
b22,D,5.79,21443.41
b22,B,0.75,21444.16
b22,C,1.86,21446.02
b22,D,315.63,21761.65
b22,C,2.94,21764.59
b22,D,482.91,22247.5
b22,F2,3.24,22250.74
b22,B,1.56,22252.3
b22,C,0.51,22252.81
b22,D,1.02,22253.83
b22,B,1.65,22255.48
b22,C,1.23,22256.71
b22,D,13.47,22270.18
b22,B,0.72,22270.9
b22,C,0.81,22271.71
b22,D,807.93,23079.64
b22,F2,2.88,23082.52
b22,B,2.97,23085.49
b22,C,2.19,23087.68
b22,D,1070.46,24158.14
b22,B,8.13,24166.27
b22,C,9.18,24175.45
b22,D,541.2,24716.65
b22,C,2.76,24719.41
b22,D,259.49,24978.9
b22,B,2.82,24981.72
b22,F2,0.54,24982.26
b22,B,5.78,24988.04
b22,C,4.84,24992.88
b22,B,0.66,24993.54
b22,C,3.8,24997.34
b22,D,754.3,25751.64
b22,B,7.64,25759.28
b22,C,6.48,25765.76
b22,D,821.52,26587.28
b22,B,2.94,26590.22
b22,F2,0.48,26590.7
b22,B,7.44,26598.14
b22,C,2.12,26600.26
b22,D,637.66,27237.92
b22,B,6.26,27244.18
b22,G,3.1,27247.28
b22,B,0.28,27247.56
b22,C,1.38,27248.94
b22,D,8.1,27257.04
b22,C,2.14,27259.18
b22,D,211.68,27470.86
b22,C,2.86,27473.72
